用户标识,业务类型,主叫时长（分）,被叫时长（分）,免费流量,计费流量,月均上网时长（分）,入网时长（天）,最近一次缴费金额（元）,总缴费金额(元),缴费次数,余额,是否潜在合约用户
66450,2G,113.0,103.0,387.0,9.0,103.0,226.0,42.0,505.0,10.0,86.0,0
68662,4G,86.0,111.0,382.0,15.0,41.0,169.0,61.0,527.0,8.0,61.0,0
65899,4G,88.0,90.0,364.0,20.0,106.0,207.0,92.0,596.0,9.0,65.0,0
64857,4G,95.0,105.0,374.0,35.0,104.0,193.0,35.0,337.0,9.0,62.0,0
61831,4G,74.0,136.0,407.0,121.0,105.0,167.0,84.0,464.0,9.0,68.0,1
63300,2G,96.0,83.0,386.0,7.0,80.0,145.0,54.0,708.0,12.0,36.0,0
63867,3G,77.0,102.0,378.0,42.0,80.0,195.0,45.0,698.0,7.0,62.0,0
69373,4G,80.0,86.0,385.0,32.0,81.0,201.0,57.0,308.0,6.0,85.0,0
64273,3G,115.0,125.0,401.0,64.0,126.0,200.0,-0.0,697.0,8.0,75.0,1
65803,4G,110.0,135.0,400.0,28.0,79.0,132.0,16.0,379.0,5.0,69.0,1
67907,4G,75.0,110.0,418.0,123.0,134.0,230.0,57.0,527.0,11.0,62.0,1
65257,4G,91.0,97.0,390.0,56.0,76.0,136.0,61.0,564.0,11.0,49.0,0
61947,3G,93.0,66.0,393.0,26.0,76.0,195.0,61.0,461.0,10.0,77.0,0
63578,4G,112.0,107.0,403.0,88.0,111.0,76.0,67.0,355.0,8.0,43.0,1
67722,3G,109.0,85.0,411.0,109.0,141.0,182.0,0.0,390.0,14.0,58.0,1
64034,3G,86.0,92.0,375.0,20.0,83.0,252.0,68.0,447.0,9.0,57.0,0
66620,4G,99.0,92.0,389.0,47.0,90.0,170.0,63.0,574.0,12.0,54.0,0
63096,4G,98.0,107.0,381.0,29.0,82.0,159.0,59.0,519.0,10.0,67.0,0
61074,3G,107.0,110.0,413.0,125.0,114.0,224.0,88.0,535.0,11.0,73.0,1
66139,2G,122.0,81.0,391.0,30.0,91.0,218.0,63.0,462.0,6.0,69.0,0
60563,3G,107.0,104.0,403.0,57.0,98.0,177.0,78.0,758.0,10.0,0.0,1
69031,3G,68.0,143.0,408.0,101.0,144.0,213.0,38.0,364.0,7.0,44.0,1
69887,4G,112.0,87.0,367.0,20.0,84.0,142.0,69.0,369.0,10.0,61.0,0
60912,2G,70.0,109.0,377.0,55.0,93.0,219.0,44.0,470.0,13.0,65.0,0
67370,2G,78.0,59.0,379.0,40.0,61.0,187.0,49.0,522.0,5.0,75.0,0
65742,3G,88.0,99.0,382.0,0.0,91.0,228.0,35.0,454.0,10.0,23.0,0
66461,4G,110.0,66.0,404.0,0.0,176.0,215.0,78.0,546.0,6.0,52.0,1
63052,2G,96.0,72.0,380.0,29.0,79.0,162.0,45.0,552.0,12.0,34.0,0
65591,4G,131.0,102.0,419.0,19.0,129.0,168.0,50.0,381.0,8.0,102.0,1
62076,3G,104.0,129.0,410.0,2.0,170.0,101.0,12.0,755.0,15.0,23.0,1
63436,3G,117.0,131.0,393.0,18.0,109.0,180.0,21.0,739.0,8.0,60.0,1
67617,4G,138.0,81.0,398.0,0.0,95.0,157.0,59.0,677.0,6.0,57.0,1
65053,4G,114.0,112.0,387.0,30.0,100.0,242.0,26.0,442.0,13.0,86.0,1
67823,4G,85.0,117.0,384.0,37.0,83.0,140.0,69.0,464.0,8.0,74.0,0
60912,4G,85.0,72.0,379.0,10.0,86.0,261.0,56.0,674.0,10.0,74.0,0
63961,4G,95.0,105.0,367.0,-0.0,76.0,174.0,54.0,556.0,9.0,24.0,0
68204,3G,122.0,85.0,375.0,13.0,57.0,182.0,53.0,428.0,11.0,70.0,0
62058,4G,95.0,84.0,381.0,44.0,65.0,151.0,36.0,607.0,7.0,50.0,0
63520,2G,88.0,107.0,371.0,16.0,67.0,216.0,59.0,476.0,11.0,47.0,0
61251,3G,80.0,101.0,404.0,20.0,95.0,147.0,69.0,314.0,5.0,48.0,1
69342,2G,86.0,77.0,381.0,4.0,92.0,184.0,58.0,511.0,7.0,32.0,0
67709,3G,130.0,63.0,419.0,104.0,125.0,168.0,88.0,644.0,7.0,81.0,1
68426,3G,61.0,114.0,398.0,98.0,103.0,129.0,53.0,362.0,12.0,45.0,1
62780,2G,102.0,78.0,369.0,8.0,78.0,168.0,79.0,550.0,10.0,41.0,0
62762,4G,131.0,73.0,401.0,54.0,111.0,217.0,4.0,433.0,11.0,29.0,1
65631,3G,94.0,89.0,371.0,8.0,116.0,214.0,75.0,475.0,6.0,40.0,0
62049,4G,73.0,103.0,382.0,0.0,90.0,209.0,64.0,340.0,9.0,68.0,0
61678,3G,85.0,67.0,421.0,35.0,75.0,151.0,80.0,496.0,15.0,85.0,1
64773,3G,91.0,77.0,385.0,49.0,85.0,230.0,58.0,623.0,9.0,33.0,1
61572,4G,100.0,102.0,391.0,23.0,68.0,118.0,37.0,561.0,6.0,65.0,0
67661,3G,104.0,134.0,418.0,94.0,157.0,226.0,65.0,729.0,12.0,80.0,1
60622,3G,88.0,47.0,387.0,126.0,146.0,220.0,48.0,367.0,13.0,41.0,1
61701,4G,105.0,104.0,383.0,28.0,63.0,206.0,64.0,501.0,9.0,93.0,0
66091,3G,84.0,75.0,363.0,31.0,71.0,221.0,61.0,402.0,4.0,49.0,0
64641,3G,98.0,99.0,415.0,2.0,106.0,94.0,54.0,610.0,5.0,63.0,1
61405,2G,113.0,77.0,375.0,47.0,77.0,185.0,85.0,475.0,7.0,60.0,0
61175,3G,95.0,86.0,373.0,23.0,74.0,206.0,82.0,512.0,11.0,75.0,0
67323,2G,92.0,75.0,374.0,6.0,83.0,153.0,70.0,605.0,10.0,40.0,0
69490,4G,80.0,98.0,389.0,24.0,88.0,143.0,52.0,350.0,7.0,56.0,0
67372,2G,103.0,110.0,379.0,23.0,101.0,148.0,73.0,525.0,8.0,43.0,0
64889,4G,53.0,97.0,379.0,22.0,72.0,159.0,60.0,398.0,9.0,28.0,0
69726,4G,95.0,152.0,407.0,159.0,87.0,175.0,74.0,495.0,8.0,59.0,1
67376,3G,73.0,140.0,408.0,1.0,143.0,154.0,33.0,451.0,9.0,68.0,1
63234,4G,111.0,95.0,416.0,53.0,144.0,187.0,106.0,428.0,10.0,84.0,1
66199,3G,97.0,62.0,367.0,19.0,110.0,194.0,46.0,384.0,9.0,56.0,0
69652,3G,88.0,86.0,372.0,8.0,71.0,193.0,41.0,543.0,7.0,61.0,0
64510,3G,75.0,66.0,383.0,63.0,75.0,215.0,103.0,508.0,9.0,55.0,1
64362,4G,110.0,59.0,406.0,51.0,154.0,92.0,30.0,560.0,14.0,57.0,1
68080,4G,98.0,89.0,376.0,27.0,76.0,174.0,68.0,318.0,12.0,20.0,0
64513,3G,129.0,105.0,407.0,13.0,144.0,117.0,73.0,641.0,11.0,78.0,1
64990,4G,133.0,69.0,405.0,29.0,145.0,159.0,79.0,327.0,11.0,32.0,1
62608,3G,97.0,84.0,378.0,12.0,61.0,198.0,76.0,399.0,7.0,77.0,0
64148,4G,105.0,140.0,388.0,1.0,139.0,163.0,66.0,416.0,13.0,28.0,1
69880,2G,70.0,79.0,389.0,42.0,59.0,208.0,36.0,526.0,8.0,64.0,0
65179,4G,96.0,90.0,396.0,55.0,116.0,253.0,0.0,410.0,6.0,60.0,1
61266,2G,64.0,93.0,373.0,4.0,90.0,177.0,60.0,490.0,10.0,40.0,0
64702,3G,114.0,103.0,379.0,18.0,101.0,211.0,55.0,440.0,13.0,75.0,0
60011,3G,79.0,99.0,367.0,3.0,56.0,169.0,84.0,459.0,13.0,53.0,0
65930,4G,111.0,50.0,384.0,86.0,132.0,194.0,44.0,585.0,1.0,1.0,1
61667,2G,95.0,77.0,392.0,9.0,71.0,183.0,62.0,570.0,12.0,46.0,0
63093,3G,141.0,106.0,400.0,0.0,149.0,226.0,23.0,437.0,4.0,45.0,1
69992,2G,105.0,96.0,398.0,21.0,79.0,174.0,43.0,544.0,10.0,52.0,0
65191,4G,112.0,123.0,402.0,0.0,69.0,172.0,48.0,562.0,11.0,77.0,1
61146,3G,78.0,107.0,413.0,61.0,71.0,138.0,96.0,554.0,12.0,32.0,1
61301,3G,84.0,100.0,378.0,23.0,69.0,244.0,34.0,399.0,10.0,48.0,0
63776,2G,82.0,95.0,385.0,47.0,85.0,168.0,65.0,548.0,10.0,61.0,0
68215,3G,78.0,98.0,379.0,28.0,70.0,197.0,94.0,513.0,4.0,69.0,0
60133,3G,100.0,87.0,389.0,24.0,113.0,194.0,53.0,574.0,12.0,56.0,0
63809,4G,96.0,114.0,412.0,34.0,108.0,187.0,61.0,613.0,0.0,91.0,1
67375,3G,109.0,116.0,379.0,38.0,69.0,202.0,64.0,610.0,10.0,44.0,0
69277,4G,83.0,99.0,402.0,19.0,88.0,188.0,56.0,442.0,12.0,69.0,0
64111,4G,98.0,63.0,392.0,28.0,156.0,195.0,55.0,675.0,6.0,33.0,1
66538,4G,96.0,88.0,385.0,47.0,50.0,191.0,90.0,605.0,11.0,58.0,0
64535,3G,149.0,94.0,414.0,77.0,115.0,208.0,51.0,336.0,10.0,21.0,1
69583,3G,123.0,101.0,410.0,80.0,140.0,130.0,66.0,322.0,5.0,48.0,1
64256,4G,146.0,109.0,398.0,108.0,135.0,212.0,95.0,430.0,3.0,76.0,1
66263,3G,116.0,71.0,397.0,76.0,104.0,117.0,50.0,406.0,13.0,64.0,1
63287,4G,96.0,76.0,389.0,2.0,80.0,233.0,55.0,396.0,10.0,54.0,0
66535,3G,124.0,119.0,419.0,70.0,146.0,254.0,74.0,570.0,9.0,25.0,1
67028,4G,104.0,138.0,389.0,94.0,84.0,154.0,57.0,456.0,6.0,32.0,1
63799,3G,120.0,96.0,393.0,40.0,173.0,176.0,41.0,530.0,6.0,84.0,1
69263,3G,79.0,80.0,370.0,29.0,75.0,148.0,60.0,546.0,11.0,42.0,0
66313,3G,86.0,97.0,392.0,28.0,53.0,247.0,80.0,600.0,7.0,58.0,0
60047,4G,66.0,131.0,411.0,46.0,102.0,121.0,26.0,369.0,12.0,18.0,1
66749,4G,73.0,95.0,402.0,67.0,149.0,178.0,52.0,552.0,12.0,107.0,1
68175,3G,64.0,97.0,382.0,35.0,66.0,165.0,44.0,612.0,12.0,31.0,0
62216,4G,135.0,108.0,392.0,89.0,134.0,206.0,83.0,502.0,11.0,85.0,1
69962,4G,118.0,121.0,409.0,108.0,160.0,222.0,23.0,330.0,4.0,50.0,1
69085,4G,89.0,87.0,396.0,0.0,58.0,218.0,68.0,513.0,10.0,46.0,0
62389,3G,113.0,93.0,400.0,91.0,78.0,219.0,30.0,673.0,5.0,52.0,1
68501,4G,118.0,104.0,371.0,28.0,100.0,228.0,57.0,452.0,10.0,58.0,0
69305,3G,94.0,121.0,372.0,11.0,91.0,181.0,79.0,467.0,9.0,71.0,0
62149,4G,83.0,87.0,368.0,42.0,88.0,155.0,74.0,478.0,13.0,62.0,0
69817,2G,77.0,78.0,378.0,18.0,76.0,218.0,37.0,381.0,4.0,61.0,0
64611,4G,103.0,106.0,380.0,17.0,107.0,230.0,66.0,589.0,6.0,47.0,0
61606,4G,74.0,103.0,391.0,131.0,142.0,168.0,36.0,364.0,13.0,30.0,1
60121,3G,99.0,91.0,418.0,50.0,136.0,215.0,66.0,583.0,8.0,0.0,1
60606,3G,89.0,62.0,383.0,44.0,68.0,141.0,54.0,520.0,7.0,63.0,0
64770,4G,121.0,88.0,413.0,162.0,115.0,173.0,29.0,599.0,8.0,54.0,1
67828,3G,114.0,55.0,415.0,53.0,143.0,260.0,36.0,610.0,10.0,32.0,1
69952,3G,76.0,65.0,372.0,11.0,79.0,212.0,50.0,641.0,7.0,62.0,0
60999,3G,110.0,128.0,386.0,0.0,93.0,182.0,10.0,434.0,10.0,23.0,1
67805,3G,99.0,89.0,375.0,1.0,85.0,199.0,47.0,579.0,9.0,60.0,0
62392,4G,119.0,117.0,410.0,31.0,85.0,233.0,48.0,361.0,9.0,98.0,1
61064,2G,98.0,89.0,375.0,5.0,66.0,148.0,42.0,498.0,6.0,66.0,0
60202,3G,82.0,97.0,372.0,29.0,96.0,247.0,76.0,633.0,5.0,53.0,0
60989,4G,87.0,86.0,389.0,21.0,75.0,145.0,67.0,532.0,4.0,60.0,0
64130,3G,97.0,80.0,371.0,12.0,83.0,118.0,62.0,570.0,5.0,48.0,0
63649,3G,99.0,79.0,388.0,3.0,114.0,161.0,46.0,431.0,9.0,76.0,0
63397,3G,92.0,76.0,396.0,0.0,70.0,138.0,36.0,411.0,9.0,67.0,0
65005,2G,87.0,88.0,375.0,32.0,102.0,226.0,40.0,477.0,9.0,33.0,0
61384,3G,105.0,70.0,399.0,0.0,101.0,113.0,47.0,402.0,9.0,69.0,1
66246,4G,87.0,79.0,383.0,11.0,70.0,179.0,81.0,434.0,4.0,51.0,0
68254,4G,96.0,37.0,402.0,0.0,148.0,142.0,27.0,479.0,7.0,45.0,1
69550,3G,77.0,119.0,372.0,10.0,86.0,152.0,54.0,381.0,9.0,55.0,0
68861,3G,72.0,125.0,386.0,23.0,84.0,154.0,56.0,656.0,12.0,70.0,0
67358,3G,84.0,70.0,392.0,0.0,91.0,184.0,36.0,519.0,9.0,54.0,0
65493,3G,89.0,98.0,374.0,46.0,64.0,148.0,65.0,579.0,11.0,57.0,0
63092,4G,81.0,67.0,387.0,28.0,95.0,209.0,62.0,386.0,10.0,74.0,0
60073,3G,99.0,114.0,404.0,156.0,132.0,289.0,28.0,536.0,8.0,55.0,1
62223,2G,90.0,79.0,368.0,25.0,64.0,142.0,58.0,556.0,7.0,50.0,0
68989,3G,96.0,105.0,400.0,158.0,99.0,313.0,16.0,582.0,10.0,11.0,1
61926,4G,97.0,101.0,395.0,36.0,80.0,218.0,79.0,353.0,12.0,16.0,1
60716,4G,96.0,91.0,370.0,19.0,105.0,163.0,69.0,530.0,12.0,35.0,0
68039,2G,84.0,84.0,374.0,28.0,84.0,219.0,70.0,544.0,12.0,53.0,0
67840,3G,86.0,78.0,374.0,13.0,62.0,164.0,41.0,657.0,8.0,74.0,0
64208,4G,83.0,114.0,387.0,25.0,64.0,122.0,67.0,375.0,10.0,79.0,0
67899,4G,126.0,89.0,385.0,0.0,102.0,145.0,61.0,369.0,11.0,13.0,1
69409,3G,124.0,112.0,402.0,162.0,123.0,213.0,39.0,593.0,3.0,63.0,1
63551,4G,89.0,97.0,376.0,26.0,45.0,179.0,60.0,395.0,14.0,66.0,0
60351,4G,87.0,95.0,373.0,14.0,62.0,177.0,22.0,618.0,9.0,78.0,0
64978,3G,85.0,122.0,399.0,94.0,107.0,172.0,30.0,766.0,7.0,8.0,1
60962,2G,112.0,91.0,383.0,5.0,80.0,194.0,69.0,437.0,9.0,63.0,0
62782,4G,92.0,99.0,394.0,6.0,101.0,171.0,76.0,606.0,7.0,76.0,0
61627,2G,85.0,67.0,373.0,51.0,56.0,185.0,36.0,561.0,8.0,56.0,0
64317,3G,88.0,124.0,396.0,13.0,80.0,221.0,27.0,666.0,8.0,61.0,1
63720,3G,96.0,84.0,392.0,12.0,95.0,213.0,74.0,582.0,6.0,57.0,0
62041,3G,85.0,125.0,388.0,21.0,95.0,237.0,67.0,506.0,8.0,55.0,0
67724,2G,79.0,91.0,382.0,-0.0,64.0,242.0,71.0,416.0,8.0,36.0,0
65681,4G,73.0,107.0,376.0,34.0,72.0,168.0,73.0,429.0,8.0,64.0,0
66324,3G,87.0,96.0,395.0,76.0,76.0,231.0,63.0,742.0,8.0,84.0,1
69747,4G,92.0,71.0,382.0,31.0,95.0,171.0,65.0,418.0,9.0,85.0,0
62102,4G,117.0,88.0,384.0,0.0,45.0,150.0,74.0,468.0,7.0,65.0,0
65775,2G,59.0,93.0,374.0,14.0,93.0,180.0,39.0,424.0,9.0,87.0,0
65564,4G,63.0,77.0,392.0,29.0,102.0,202.0,91.0,503.0,8.0,57.0,0
66511,4G,113.0,81.0,401.0,42.0,96.0,154.0,111.0,569.0,7.0,40.0,1
66207,4G,77.0,64.0,405.0,0.0,115.0,236.0,52.0,517.0,4.0,16.0,1
66986,3G,101.0,137.0,413.0,98.0,120.0,228.0,41.0,471.0,5.0,32.0,1
68108,3G,77.0,96.0,382.0,13.0,98.0,188.0,16.0,511.0,8.0,73.0,0
67284,4G,113.0,81.0,398.0,0.0,120.0,244.0,61.0,431.0,1.0,84.0,1
62656,4G,86.0,96.0,395.0,9.0,62.0,221.0,74.0,480.0,9.0,29.0,0
66449,4G,69.0,84.0,404.0,34.0,154.0,135.0,67.0,367.0,4.0,55.0,1
64819,3G,76.0,85.0,397.0,51.0,92.0,217.0,18.0,669.0,5.0,60.0,1
67918,3G,130.0,101.0,383.0,51.0,179.0,188.0,7.0,284.0,10.0,55.0,1
67342,4G,63.0,124.0,385.0,28.0,99.0,193.0,48.0,601.0,12.0,40.0,1
68883,4G,101.0,106.0,391.0,48.0,77.0,193.0,55.0,572.0,7.0,34.0,0
62176,3G,88.0,47.0,410.0,43.0,109.0,140.0,35.0,558.0,7.0,8.0,1
60997,3G,104.0,53.0,386.0,39.0,76.0,184.0,66.0,511.0,10.0,27.0,0
65336,4G,89.0,130.0,414.0,106.0,139.0,176.0,9.0,330.0,8.0,1.0,1
61185,4G,86.0,106.0,413.0,114.0,161.0,186.0,12.0,469.0,7.0,37.0,1
68630,2G,58.0,93.0,384.0,37.0,81.0,202.0,50.0,437.0,9.0,64.0,0
63720,4G,112.0,91.0,385.0,120.0,141.0,188.0,10.0,701.0,7.0,58.0,1
62595,2G,74.0,105.0,393.0,0.0,101.0,162.0,85.0,446.0,12.0,67.0,0
64291,4G,84.0,83.0,374.0,16.0,83.0,202.0,47.0,592.0,8.0,57.0,0
67003,4G,89.0,85.0,412.0,40.0,106.0,130.0,54.0,548.0,9.0,0.0,1
64351,3G,79.0,66.0,390.0,49.0,108.0,167.0,50.0,596.0,11.0,70.0,0
62284,3G,70.0,146.0,425.0,40.0,108.0,153.0,90.0,595.0,9.0,66.0,1
62081,4G,85.0,97.0,363.0,29.0,66.0,178.0,49.0,433.0,15.0,51.0,0
69730,2G,85.0,84.0,381.0,4.0,68.0,173.0,61.0,582.0,4.0,65.0,0
68846,4G,97.0,98.0,385.0,52.0,69.0,167.0,76.0,476.0,8.0,69.0,0
66860,3G,123.0,108.0,411.0,80.0,135.0,235.0,59.0,548.0,12.0,98.0,1
69286,4G,93.0,112.0,384.0,26.0,64.0,191.0,53.0,464.0,6.0,60.0,0
63537,4G,95.0,65.0,367.0,28.0,67.0,133.0,54.0,417.0,5.0,46.0,0
67186,2G,68.0,100.0,389.0,46.0,76.0,165.0,60.0,673.0,8.0,63.0,0
66169,3G,122.0,125.0,399.0,58.0,98.0,232.0,79.0,637.0,6.0,87.0,1
68027,4G,70.0,127.0,395.0,84.0,86.0,119.0,69.0,403.0,6.0,48.0,1
65474,4G,93.0,72.0,391.0,22.0,80.0,183.0,86.0,529.0,13.0,59.0,0
63773,3G,82.0,150.0,411.0,22.0,146.0,189.0,44.0,453.0,7.0,41.0,1
67713,2G,89.0,104.0,392.0,14.0,101.0,153.0,72.0,447.0,7.0,48.0,0
69579,3G,81.0,85.0,393.0,0.0,97.0,197.0,32.0,632.0,16.0,35.0,1
63308,2G,106.0,73.0,362.0,21.0,57.0,220.0,58.0,584.0,9.0,66.0,0
60013,4G,94.0,95.0,383.0,48.0,103.0,206.0,62.0,400.0,8.0,70.0,0
65742,3G,125.0,89.0,396.0,16.0,189.0,151.0,32.0,538.0,5.0,31.0,1
62486,3G,79.0,94.0,380.0,12.0,77.0,164.0,58.0,599.0,11.0,80.0,0
66724,4G,127.0,129.0,388.0,0.0,134.0,180.0,24.0,518.0,12.0,61.0,1
61570,3G,111.0,117.0,407.0,109.0,89.0,182.0,47.0,356.0,3.0,26.0,1
68907,2G,87.0,80.0,375.0,32.0,58.0,150.0,60.0,401.0,8.0,58.0,0
66019,4G,117.0,109.0,409.0,110.0,112.0,213.0,91.0,452.0,18.0,10.0,1
64171,4G,103.0,74.0,366.0,26.0,85.0,198.0,56.0,485.0,8.0,70.0,0
64726,4G,106.0,118.0,375.0,0.0,89.0,205.0,66.0,484.0,9.0,48.0,0
67111,3G,63.0,100.0,392.0,2.0,136.0,197.0,43.0,624.0,10.0,11.0,1
67505,2G,97.0,92.0,389.0,27.0,86.0,214.0,50.0,409.0,11.0,58.0,0
64251,4G,157.0,97.0,400.0,41.0,99.0,159.0,36.0,501.0,9.0,51.0,1
63291,4G,98.0,125.0,413.0,59.0,96.0,134.0,12.0,404.0,10.0,80.0,1
61570,2G,110.0,55.0,373.0,29.0,55.0,207.0,71.0,481.0,7.0,40.0,0
61529,3G,109.0,100.0,392.0,0.0,137.0,177.0,7.0,394.0,11.0,34.0,1
68615,3G,99.0,124.0,400.0,52.0,112.0,185.0,0.0,618.0,18.0,60.0,1
69472,3G,53.0,94.0,370.0,27.0,81.0,124.0,55.0,507.0,11.0,47.0,0
67316,3G,89.0,100.0,398.0,103.0,75.0,180.0,11.0,379.0,6.0,3.0,1
68146,3G,90.0,80.0,387.0,34.0,84.0,221.0,23.0,590.0,7.0,34.0,0
67668,4G,79.0,113.0,394.0,16.0,96.0,234.0,66.0,545.0,11.0,72.0,0
62775,3G,70.0,116.0,377.0,46.0,102.0,151.0,62.0,454.0,14.0,40.0,1
63930,4G,92.0,92.0,371.0,13.0,50.0,202.0,72.0,508.0,8.0,64.0,0
61927,3G,98.0,133.0,387.0,117.0,148.0,196.0,62.0,316.0,5.0,29.0,1
64269,2G,122.0,84.0,382.0,0.0,81.0,166.0,44.0,614.0,9.0,48.0,0
69593,3G,115.0,88.0,389.0,0.0,175.0,159.0,101.0,641.0,6.0,69.0,1
65882,4G,41.0,89.0,396.0,25.0,113.0,212.0,61.0,563.0,6.0,92.0,1
65035,3G,76.0,104.0,405.0,6.0,120.0,149.0,113.0,648.0,8.0,47.0,1
60800,4G,82.0,81.0,382.0,76.0,148.0,239.0,31.0,566.0,7.0,81.0,1
61049,4G,73.0,72.0,387.0,35.0,87.0,207.0,67.0,517.0,10.0,48.0,0
69864,2G,89.0,100.0,378.0,0.0,70.0,182.0,70.0,471.0,12.0,73.0,0
60795,4G,92.0,100.0,388.0,15.0,76.0,217.0,55.0,568.0,13.0,68.0,0
67994,3G,87.0,71.0,407.0,58.0,161.0,157.0,63.0,446.0,7.0,11.0,1
64455,2G,85.0,84.0,376.0,16.0,79.0,205.0,27.0,339.0,11.0,66.0,0
67534,4G,92.0,72.0,377.0,37.0,101.0,222.0,52.0,425.0,9.0,66.0,0
65167,3G,100.0,102.0,385.0,0.0,83.0,209.0,50.0,574.0,12.0,58.0,0
65166,2G,106.0,102.0,375.0,30.0,79.0,192.0,47.0,493.0,6.0,43.0,0
68105,3G,109.0,93.0,378.0,50.0,91.0,210.0,73.0,419.0,7.0,37.0,0
67428,4G,69.0,83.0,379.0,68.0,77.0,144.0,27.0,561.0,13.0,0.0,1
61955,4G,108.0,95.0,396.0,0.0,116.0,216.0,16.0,658.0,9.0,33.0,1
69189,3G,63.0,107.0,400.0,32.0,138.0,174.0,97.0,660.0,7.0,33.0,1
60537,4G,151.0,115.0,406.0,91.0,138.0,184.0,45.0,600.0,9.0,39.0,1
65300,4G,129.0,96.0,418.0,0.0,115.0,159.0,77.0,369.0,7.0,31.0,1
65363,4G,94.0,101.0,381.0,7.0,61.0,206.0,55.0,434.0,11.0,64.0,0
67298,3G,116.0,70.0,374.0,25.0,74.0,237.0,36.0,522.0,6.0,69.0,0
66035,3G,129.0,106.0,406.0,0.0,146.0,131.0,67.0,319.0,1.0,77.0,1
69652,4G,103.0,82.0,396.0,147.0,142.0,185.0,53.0,670.0,6.0,30.0,1
60429,4G,133.0,92.0,404.0,107.0,108.0,184.0,47.0,606.0,4.0,76.0,1
61966,2G,106.0,99.0,378.0,27.0,64.0,199.0,56.0,520.0,16.0,72.0,0
66103,4G,73.0,75.0,364.0,10.0,84.0,208.0,57.0,418.0,9.0,49.0,0
61844,3G,88.0,95.0,375.0,40.0,90.0,169.0,59.0,480.0,10.0,38.0,0
67765,2G,93.0,103.0,383.0,40.0,73.0,177.0,50.0,599.0,9.0,39.0,0
62776,3G,75.0,82.0,370.0,29.0,59.0,186.0,72.0,493.0,10.0,48.0,0
61796,2G,80.0,89.0,381.0,9.0,52.0,195.0,51.0,411.0,8.0,40.0,0
66407,3G,111.0,116.0,394.0,68.0,167.0,144.0,23.0,672.0,7.0,66.0,1
67193,3G,102.0,125.0,388.0,50.0,106.0,170.0,59.0,710.0,7.0,74.0,1
68012,3G,80.0,101.0,421.0,3.0,107.0,176.0,83.0,487.0,5.0,47.0,1
63578,4G,152.0,124.0,390.0,35.0,128.0,157.0,50.0,457.0,8.0,65.0,1
66473,3G,109.0,72.0,372.0,15.0,94.0,212.0,49.0,313.0,9.0,44.0,0
68079,3G,44.0,115.0,421.0,73.0,128.0,256.0,14.0,525.0,12.0,46.0,1
60908,3G,91.0,63.0,383.0,33.0,96.0,208.0,38.0,496.0,10.0,68.0,0
68982,4G,132.0,82.0,383.0,6.0,137.0,241.0,40.0,757.0,12.0,0.0,1
68312,2G,94.0,74.0,383.0,33.0,89.0,157.0,73.0,477.0,11.0,67.0,0
67444,4G,86.0,78.0,388.0,71.0,88.0,113.0,35.0,643.0,13.0,55.0,1
62871,4G,73.0,73.0,410.0,64.0,120.0,149.0,42.0,437.0,11.0,113.0,1
61561,3G,82.0,111.0,377.0,32.0,60.0,205.0,54.0,501.0,5.0,65.0,0
68378,3G,114.0,109.0,431.0,22.0,114.0,273.0,73.0,558.0,11.0,72.0,1
64712,3G,117.0,102.0,406.0,0.0,134.0,231.0,42.0,397.0,6.0,105.0,1
68113,3G,73.0,77.0,399.0,11.0,76.0,205.0,67.0,513.0,9.0,52.0,0
60964,4G,63.0,76.0,384.0,20.0,76.0,177.0,60.0,524.0,5.0,59.0,0
62211,2G,88.0,92.0,364.0,0.0,81.0,161.0,45.0,539.0,5.0,68.0,0
68449,4G,87.0,101.0,395.0,4.0,66.0,215.0,74.0,569.0,7.0,43.0,0
61033,3G,105.0,71.0,396.0,14.0,112.0,138.0,90.0,461.0,12.0,93.0,1
66757,4G,81.0,81.0,378.0,49.0,96.0,166.0,74.0,575.0,9.0,69.0,0
66542,2G,99.0,103.0,366.0,37.0,82.0,190.0,19.0,415.0,10.0,64.0,0
68646,3G,113.0,58.0,418.0,169.0,109.0,263.0,17.0,497.0,8.0,115.0,1
65638,3G,98.0,123.0,401.0,0.0,149.0,163.0,85.0,726.0,10.0,44.0,1
68905,4G,108.0,126.0,368.0,34.0,117.0,108.0,82.0,665.0,11.0,38.0,1
62139,3G,86.0,96.0,381.0,17.0,61.0,232.0,22.0,606.0,11.0,58.0,0
64620,4G,97.0,90.0,378.0,3.0,130.0,162.0,78.0,475.0,7.0,67.0,0
62908,3G,106.0,125.0,382.0,18.0,187.0,188.0,72.0,499.0,10.0,49.0,1
60617,3G,56.0,101.0,400.0,19.0,109.0,128.0,83.0,738.0,12.0,79.0,1
63760,4G,65.0,89.0,389.0,44.0,65.0,127.0,52.0,504.0,11.0,69.0,0
62639,4G,109.0,90.0,377.0,41.0,60.0,179.0,63.0,513.0,9.0,92.0,0
60888,3G,125.0,80.0,389.0,15.0,136.0,211.0,97.0,668.0,8.0,72.0,1
69051,4G,81.0,72.0,384.0,6.0,73.0,150.0,57.0,489.0,10.0,27.0,0
67964,4G,91.0,165.0,403.0,78.0,104.0,120.0,50.0,483.0,7.0,47.0,1
64690,2G,91.0,96.0,370.0,57.0,59.0,212.0,73.0,377.0,7.0,65.0,0
69726,4G,74.0,102.0,394.0,162.0,115.0,198.0,56.0,405.0,9.0,15.0,1
